数据类型,订单号,采购单号,物料ID,供应商代码,变更类型,原交付日期,新交付日期,变更天数,变更原因,变更来源,变更时间
交期变更记录,SO-2026-10221,PO20260602438,P0075,SUP035,供应商延期,2026/6/16,2026/7/2,16,物流运输途中延误,供应商,2026/5/18
交期变更记录,SO-2026-08417,PO20260402439,P0059,SUP036,供应商延期,2026/4/24,2026/5/4,10,恶劣天气影响运输,系统,2026/4/10
交期变更记录,SO-2026-02939,PO20260502440,P0032,SUP010,供应商延期,2026/5/1,2026/5/10,9,设备故障维修影响产出,计划员,2026/4/21
交期变更记录,SO-2026-11180,PO20260602441,P0073,SUP004,物流问题,2026/6/16,2026/6/26,10,跨境物流清关延迟,系统,2026/6/12
交期变更记录,SO-2026-09035,PO20260502442,P0093,SUP033,物流问题,2026/5/29,2026/6/2,4,港口拥堵导致船期延误,计划员,2026/5/23
交期变更记录,SO-2026-10961,PO20260602443,P0029,SUP019,供应商延期,2026/6/11,2026/6/13,2,质量检验不合格返工,采购员,2026/6/10
交期变更记录,SO-2026-12636,PO20260602444,P0050,SUP020,供应商延期,2026/6/16,2026/6/21,5,供应商原材料短缺,计划员,2026/5/28
交期变更记录,SO-2026-00685,PO20270402445,P0042,SUP017,客户延后,2027/4/17,2027/5/7,20,客户项目延期,计划员,2027/3/27
交期变更记录,SO-2026-09396,PO20260502446,P0011,SUP015,物流问题,2026/5/13,2026/5/20,7,港口拥堵导致船期延误,系统,2026/4/28
交期变更记录,SO-2026-13261,PO20260702447,P0029,SUP033,客户加急,2026/7/18,2026/7/14,-4,展会样品急需,系统,2026/7/5
交期变更记录,SO-2026-01932,PO20270202448,P0027,SUP019,物流问题,2027/2/22,2027/2/27,5,运输车辆故障,系统,2027/2/18
交期变更记录,SO-2026-09997,,P0010,SUP004,供应商延期,2026/9/24,2026/10/1,7,供应商原材料短缺,系统,2026/9/14
交期变更记录,SO-2026-04759,PO20270602450,P0043,SUP006,供应商延期,2027/6/8,2027/6/16,8,环保检查停产整顿,计划员,2027/5/12
交期变更记录,SO-2026-02408,,P0029,SUP008,供应商延期,2027/1/23,2027/2/9,17,原材料供应紧张导致排产延后,计划员,2026/12/25
交期变更记录,SO-2026-10675,,P0021,SUP002,物流问题,2026/6/12,2026/6/15,3,空运舱位不足改海运,系统,2026/5/28
交期变更记录,SO-2026-08119,PO20260602453,P0011,SUP023,供应商延期,2026/6/23,2026/6/28,5,恶劣天气影响运输,系统,2026/5/27
交期变更记录,SO-2026-09026,,P0053,SUP022,物流问题,2026/10/24,2026/11/7,14,空运舱位不足改海运,计划员,2026/9/25
交期变更记录,SO-2026-07081,,P0041,SUP014,客户加急,2027/3/2,2027/2/17,-13,客户生产线紧急启动,采购员,2027/2/9
交期变更记录,SO-2026-06626,PO20261202456,P0022,SUP002,供应商延期,2026/12/7,2026/12/26,19,原材料到货延迟,计划员,2026/11/21
交期变更记录,SO-2026-01165,,P0012,SUP014,供应商延期,2026/8/16,2026/8/29,13,原材料到货延迟,系统,2026/8/11
交期变更记录,SO-2026-08080,,P0011,SUP017,供应商延期,2027/3/18,2027/3/28,10,供应商原材料短缺,计划员,2027/3/3
交期变更记录,SO-2026-10294,PO20260602459,P0011,SUP024,客户加急,2026/6/14,2026/6/2,-12,终端客户大促活动提前,采购员,2026/6/9
交期变更记录,SO-2026-03761,,P0014,SUP008,供应商延期,2026/11/24,2026/12/8,14,供应商原材料短缺,系统,2026/11/2
交期变更记录,SO-2026-00250,PO20261102461,P0037,SUP037,供应商延期,2026/11/11,2026/12/1,20,物流运输途中延误,采购员,2026/11/6
交期变更记录,SO-2026-02886,,P0100,SUP035,供应商延期,2027/5/17,2027/5/20,3,原材料供应紧张导致排产延后,系统,2027/5/2
交期变更记录,SO-2026-02248,PO20270402463,P0021,SUP035,物流问题,2027/4/12,2027/4/20,8,跨境物流清关延迟,系统,2027/3/19
交期变更记录,SO-2026-00987,PO20261002464,P0085,SUP004,客户加急,2026/10/8,2026/9/28,-10,客户生产线紧急启动,采购员,2026/9/19
交期变更记录,SO-2026-12650,PO20260602465,P0080,SUP020,物流问题,2026/6/13,2026/6/26,13,空运舱位不足改海运,系统,2026/6/8
交期变更记录,SO-2026-01495,PO20260702466,P0057,SUP024,供应商延期,2026/7/25,2026/8/12,18,电力限产政策影响,采购员,2026/7/2
交期变更记录,SO-2026-04046,PO20260402467,P0050,SUP011,供应商延期,2026/4/22,2026/5/3,11,原材料到货延迟,系统,2026/3/23
交期变更记录,SO-2026-06759,PO20270302468,P0008,SUP003,物流问题,2027/3/28,2027/4/5,8,港口拥堵导致船期延误,采购员,2027/2/27
交期变更记录,SO-2026-00880,PO20260302469,P0043,SUP014,物料短缺,2026/3/27,2026/3/19,-8,显示屏面板缺货,采购员,2026/3/15
交期变更记录,SO-2026-08480,PO20270202470,P0057,SUP032,供应商延期,2027/2/28,2027/3/16,16,物流运输途中延误,采购员,2027/1/29
交期变更记录,SO-2026-10031,PO20260602471,P0058,SUP017,供应商延期,2026/6/15,2026/6/28,13,质量检验不合格返工,系统,2026/6/1
交期变更记录,SO-2026-13787,PO20260702472,P0098,SUP004,供应商延期,2026/7/12,2026/7/14,2,供应商原材料短缺,系统,2026/6/14
交期变更记录,SO-2026-10704,,P0094,SUP025,供应商延期,2026/6/11,2026/6/16,5,供应商原材料短缺,系统,2026/5/18
交期变更记录,SO-2026-02113,PO20260802474,P0045,SUP024,客户加急,2026/8/1,2026/7/22,-10,竞品上市压力,系统,2026/7/24
交期变更记录,SO-2026-10188,PO20260602475,P0019,SUP023,物流问题,2026/6/14,2026/6/25,11,运输车辆故障,系统,2026/6/1
交期变更记录,SO-2026-13606,,P0028,SUP009,供应商延期,2026/7/1,2026/7/5,4,物流运输途中延误,采购员,2026/6/25
交期变更记录,SO-2026-10539,PO20260602477,P0061,SUP023,物料短缺,2026/6/13,2026/6/2,-11,电子元器件市场缺货,系统,2026/5/19
交期变更记录,SO-2026-05533,,P0057,SUP015,供应商延期,2026/9/24,2026/10/13,19,物流运输途中延误,计划员,2026/9/9
交期变更记录,SO-2026-11198,PO20260602479,P0058,SUP009,供应商延期,2026/6/15,2026/6/28,13,供应商产线故障维修,系统,2026/6/5
交期变更记录,SO-2026-05114,,P0035,SUP004,供应商延期,2027/6/22,2027/7/5,13,设备故障维修影响产出,系统,2027/5/26
交期变更记录,SO-2026-02890,,P0099,SUP020,供应商延期,2027/4/12,2027/5/1,19,物流运输途中延误,客户,2027/4/7
交期变更记录,SO-2026-00727,,P0099,SUP023,供应商延期,2026/9/25,2026/10/14,19,质量检验不合格返工,供应商,2026/8/30
交期变更记录,SO-2026-07638,PO20261002483,P0051,SUP017,物料短缺,2026/10/28,2026/10/22,-6,显示屏面板缺货,系统,2026/10/2
交期变更记录,SO-2026-09572,PO20261202484,P0005,SUP023,供应商延期,2026/12/10,2026/12/22,12,供应商产线故障维修,计划员,2026/11/16
交期变更记录,SO-2026-04682,PO20260902485,P0071,SUP032,供应商延期,2026/9/28,2026/10/2,4,物流运输途中延误,客户,2026/8/31
交期变更记录,SO-2026-11986,PO20260802486,P0007,SUP029,客户加急,2026/8/27,2026/8/14,-13,展会样品急需,采购员,2026/7/30
交期变更记录,SO-2026-13912,,P0005,SUP002,供应商延期,2026/7/10,2026/7/19,9,质量检验不合格返工,系统,2026/6/18
交期变更记录,SO-2026-06862,,P0071,SUP025,物料短缺,2027/4/13,2027/4/5,-8,电子元器件市场缺货,系统,2027/4/4
交期变更记录,SO-2026-10723,PO20260602489,P0002,SUP018,客户加急,2026/6/11,2026/6/8,-3,客户生产线紧急启动,系统,2026/5/29
交期变更记录,SO-2026-00116,,P0014,SUP007,供应商延期,2026/9/23,2026/10/5,12,供应商原材料短缺,系统,2026/9/20
交期变更记录,SO-2026-00629,,P0098,SUP023,供应商提前,2026/6/1,2026/5/25,-7,供应商产能释放提前,计划员,2026/5/6
交期变更记录,SO-2026-08405,,P0034,SUP011,供应商延期,2027/2/18,2027/3/10,20,物流运输途中延误,供应商,2027/2/7
交期变更记录,SO-2026-08270,PO20260402493,P0078,SUP034,供应商延期,2026/4/14,2026/4/20,6,电力限产政策影响,系统,2026/3/15
交期变更记录,SO-2026-02925,PO20270102494,P0048,SUP031,物料短缺,2027/1/10,2027/1/2,-8,PCB板交期延长,系统,2027/1/3
交期变更记录,SO-2026-04179,PO20270302495,P0064,SUP014,供应商延期,2027/3/14,2027/3/23,9,质量检验不合格返工,计划员,2027/2/13
交期变更记录,SO-2026-09904,PO20261202496,P0085,SUP029,供应商延期,2026/12/8,2026/12/13,5,质量检验不合格返工,计划员,2026/11/13
交期变更记录,SO-2026-02807,PO20260902497,P0035,SUP006,客户加急,2026/9/14,2026/9/1,-13,客户生产线紧急启动,计划员,2026/9/13
交期变更记录,SO-2026-06368,PO20260702498,P0080,SUP032,供应商延期,2026/7/27,2026/7/28,1,设备故障维修影响产出,系统,2026/7/20
交期变更记录,SO-2026-02056,PO20261102499,P0045,SUP017,物料短缺,2026/11/29,2026/11/24,-5,电子元器件市场缺货,采购员,2026/11/10
交期变更记录,SO-2026-13449,,P0076,SUP022,客户加急,2026/7/17,2026/7/8,-9,竞品上市压力,采购员,2026/6/18
交期变更记录,SO-2026-09702,PO20260802501,P0025,SUP008,供应商延期,2026/8/22,2026/8/30,8,春节假期停工导致产能不足,系统,2026/8/4
交期变更记录,SO-2026-04575,PO20270202502,P0090,SUP005,供应商延期,2027/2/12,2027/2/19,7,质量检验不合格返工,计划员,2027/1/17
交期变更记录,SO-2026-02213,PO20270402503,P0069,SUP004,供应商延期,2027/4/25,2027/5/7,12,质量检验不合格返工,供应商,2027/4/10
交期变更记录,SO-2026-01966,PO20270102504,P0013,SUP007,供应商延期,2027/1/4,2027/1/12,8,恶劣天气影响运输,计划员,2026/12/6
交期变更记录,SO-2026-02498,PO20261202505,P0092,SUP020,供应商提前,2026/12/18,2026/12/11,-7,供应商产能释放提前,计划员,2026/11/23
交期变更记录,SO-2026-12013,PO20260802506,P0011,SUP024,供应商延期,2026/8/27,2026/9/11,15,原材料到货延迟,系统,2026/8/13
交期变更记录,SO-2026-05137,PO20260502507,P0069,SUP001,供应商延期,2026/5/22,2026/5/23,1,恶劣天气影响运输,采购员,2026/5/21
交期变更记录,SO-2026-12676,PO20260602508,P0087,SUP006,供应商延期,2026/6/15,2026/7/1,16,供应商产线故障维修,系统,2026/5/18
交期变更记录,SO-2026-00681,,P0030,SUP023,物流问题,2027/2/12,2027/2/19,7,运输车辆故障,采购员,2027/1/18
交期变更记录,SO-2026-06177,,P0005,SUP014,供应商延期,2027/4/20,2027/4/28,8,春节假期停工导致产能不足,系统,2027/3/21
交期变更记录,SO-2026-12181,PO20260702511,P0006,SUP034,物流问题,2026/7/1,2026/7/13,12,运输车辆故障,系统,2026/6/19
交期变更记录,SO-2026-05816,,P0005,SUP002,供应商延期,2026/10/20,2026/11/9,20,质量检验不合格返工,系统,2026/9/20
交期变更记录,SO-2026-05487,PO20260402513,P0007,SUP004,供应商延期,2026/4/29,2026/5/17,18,原材料到货延迟,计划员,2026/4/19
交期变更记录,SO-2026-04041,,P0075,SUP022,供应商提前,2027/3/23,2027/3/19,-4,供应商备货充足提前发货,系统,2027/3/15
交期变更记录,SO-2026-13354,PO20260702515,P0089,SUP029,供应商提前,2026/7/10,2026/7/3,-7,供应商备货充足提前发货,供应商,2026/6/19
交期变更记录,SO-2026-13405,PO20260802516,P0073,SUP021,供应商延期,2026/8/22,2026/9/7,16,产能已被其他大客户占用,供应商,2026/8/21
交期变更记录,SO-2026-13494,PO20260702517,P0035,SUP007,供应商延期,2026/7/6,2026/7/25,19,原材料到货延迟,采购员,2026/6/9
交期变更记录,SO-2026-03848,PO20260502518,P0010,SUP016,物料短缺,2026/5/29,2026/5/16,-13,显示屏面板缺货,计划员,2026/5/24
交期变更记录,SO-2026-05851,PO20260902519,P0055,SUP028,供应商延期,2026/9/25,2026/10/12,17,供应商产线故障维修,采购员,2026/9/21
交期变更记录,SO-2026-03170,PO20260402520,P0075,SUP003,供应商延期,2026/4/17,2026/4/22,5,质量检验不合格返工,系统,2026/4/8
交期变更记录,SO-2026-09004,PO20261002521,P0099,SUP003,物流问题,2026/10/18,2026/10/26,8,运输车辆故障,系统,2026/10/13
交期变更记录,SO-2026-13522,PO20260802522,P0051,SUP017,供应商延期,2026/8/11,2026/8/24,13,物流运输途中延误,供应商,2026/8/4
交期变更记录,SO-2026-06019,PO20261202523,P0053,SUP007,物料短缺,2026/12/23,2026/12/12,-11,电子元器件市场缺货,系统,2026/12/21
交期变更记录,SO-2026-02603,PO20260602524,P0049,SUP027,供应商延期,2026/6/24,2026/7/12,18,电力限产政策影响,系统,2026/6/9
交期变更记录,SO-2026-09830,,P0040,SUP006,供应商延期,2026/7/30,2026/8/2,3,供应商原材料短缺,系统,2026/7/25
交期变更记录,SO-2026-03235,PO20260602526,P0083,SUP006,供应商提前,2026/6/20,2026/6/15,-5,供应商备货充足提前发货,采购员,2026/6/1
交期变更记录,SO-2026-01394,,P0091,SUP021,供应商延期,2026/3/17,2026/4/6,20,恶劣天气影响运输,系统,2026/3/11
交期变更记录,SO-2026-06721,PO20261102528,P0085,SUP008,供应商延期,2026/11/29,2026/12/6,7,物流运输途中延误,计划员,2026/11/7
交期变更记录,SO-2026-05969,PO20260502529,P0029,SUP017,供应商延期,2026/5/24,2026/5/29,5,恶劣天气影响运输,采购员,2026/5/15
交期变更记录,SO-2026-01034,PO20261202530,P0011,SUP003,供应商延期,2026/12/24,2027/1/3,10,质量检验不合格返工,采购员,2026/12/21
交期变更记录,SO-2026-01213,PO20261102531,P0083,SUP024,物流问题,2026/11/3,2026/11/13,10,空运舱位不足改海运,计划员,2026/10/5
交期变更记录,SO-2026-09864,PO20261202532,P0059,SUP009,客户加急,2026/12/2,2026/11/26,-6,终端市场需求激增,采购员,2026/11/8
交期变更记录,SO-2026-06255,PO20270202533,P0060,SUP022,供应商延期,2027/2/4,2027/2/11,7,供应商产线故障维修,计划员,2027/1/22
交期变更记录,SO-2026-07606,,P0015,SUP005,物料短缺,2026/8/12,2026/7/30,-13,PCB板交期延长,系统,2026/7/25
交期变更记录,SO-2026-02068,PO20260802535,P0070,SUP033,物流问题,2026/8/21,2026/8/31,10,运输车辆故障,计划员,2026/8/17
交期变更记录,SO-2026-07207,,P0069,SUP020,供应商延期,2026/4/25,2026/4/30,5,供应商原材料短缺,系统,2026/4/24
交期变更记录,SO-2026-11281,PO20260602537,P0018,SUP022,供应商延期,2026/6/11,2026/6/12,1,质量检验不合格返工,采购员,2026/5/22
交期变更记录,SO-2026-10217,,P0024,SUP002,供应商延期,2026/6/10,2026/6/17,7,物流运输途中延误,供应商,2026/5/11
交期变更记录,SO-2026-01753,PO20270402539,P0089,SUP026,供应商提前,2027/4/24,2027/4/23,-1,供应商产能释放提前,系统,2027/4/7
交期变更记录,SO-2026-08204,PO20260902540,P0046,SUP018,供应商延期,2026/9/12,2026/9/30,18,恶劣天气影响运输,系统,2026/8/17
交期变更记录,SO-2026-12815,PO20260602541,P0076,SUP032,供应商延期,2026/6/14,2026/6/15,1,供应商原材料短缺,系统,2026/5/29
交期变更记录,SO-2026-04008,PO20270102542,P0059,SUP007,供应商延期,2027/1/5,2027/1/18,13,质量检验不合格返工,系统,2026/12/21
交期变更记录,SO-2026-04979,PO20270302543,P0098,SUP018,供应商延期,2027/3/25,2027/3/27,2,供应商产线故障维修,系统,2027/3/3
交期变更记录,SO-2026-08831,,P0014,SUP019,供应商延期,2027/3/14,2027/3/24,10,恶劣天气影响运输,采购员,2027/2/18
交期变更记录,SO-2026-04787,PO20260802545,P0001,SUP016,客户加急,2026/8/17,2026/8/8,-9,竞品上市压力,采购员,2026/7/20
交期变更记录,SO-2026-04798,PO20260802546,P0042,SUP031,供应商延期,2026/8/3,2026/8/15,12,物流运输途中延误,计划员,2026/7/10
交期变更记录,SO-2026-12768,PO20260602547,P0096,SUP033,供应商延期,2026/6/12,2026/6/24,12,供应商产线故障维修,系统,2026/6/2
交期变更记录,SO-2026-13510,PO20260702548,P0076,SUP032,物流问题,2026/7/7,2026/7/21,14,运输车辆故障,供应商,2026/6/20
交期变更记录,SO-2026-09703,,P0040,SUP005,供应商延期,2026/11/19,2026/11/27,8,恶劣天气影响运输,计划员,2026/11/12
交期变更记录,SO-2026-07354,,P0050,SUP037,客户加急,2027/2/24,2027/2/19,-5,终端市场需求激增,系统,2027/2/1
交期变更记录,SO-2026-03506,PO20260802551,P0003,SUP034,供应商延期,2026/8/1,2026/8/20,19,产能已被其他大客户占用,系统,2026/7/13
交期变更记录,SO-2026-00607,PO20260602552,P0091,SUP030,物流问题,2026/6/22,2026/6/25,3,港口拥堵导致船期延误,系统,2026/6/17
交期变更记录,SO-2026-12094,PO20260702553,P0051,SUP019,客户加急,2026/7/10,2026/6/25,-15,项目验收节点提前,采购员,2026/6/15
交期变更记录,SO-2026-09759,,P0018,SUP031,供应商延期,2027/3/1,2027/3/16,15,物流运输途中延误,系统,2027/2/14
交期变更记录,SO-2026-00985,,P0012,SUP025,客户加急,2027/2/14,2027/2/5,-9,客户生产线紧急启动,系统,2027/1/26
交期变更记录,SO-2026-06667,PO20261202556,P0058,SUP006,物流问题,2026/12/10,2026/12/22,12,跨境物流清关延迟,系统,2026/11/16
交期变更记录,SO-2026-10343,PO20260602557,P0048,SUP026,供应商延期,2026/6/15,2026/6/30,15,恶劣天气影响运输,计划员,2026/6/2
交期变更记录,SO-2026-10705,PO20260602558,P0087,SUP031,供应商提前,2026/6/14,2026/6/13,-1,供应商优化排产,采购员,2026/6/5
交期变更记录,SO-2026-01370,PO20260902559,P0014,SUP003,供应商延期,2026/9/13,2026/9/26,13,物流受阻导致原料延迟到厂,计划员,2026/8/22
交期变更记录,SO-2026-10183,PO20260602560,P0077,SUP009,客户加急,2026/6/14,2026/6/4,-10,客户生产线紧急启动,计划员,2026/6/3
交期变更记录,SO-2026-00417,PO20270602561,P0082,SUP032,物料短缺,2027/6/20,2027/6/6,-14,显示屏面板缺货,系统,2027/6/2
交期变更记录,SO-2026-09458,PO20270102562,P0030,SUP009,供应商延期,2027/1/2,2027/1/19,17,恶劣天气影响运输,采购员,2026/12/18
交期变更记录,SO-2026-07381,,P0024,SUP010,供应商延期,2026/10/5,2026/10/14,9,供应商原材料短缺,采购员,2026/9/12
交期变更记录,SO-2026-06598,PO20270202564,P0070,SUP027,供应商延期,2027/2/21,2027/2/23,2,工人返岗率不足,计划员,2027/2/3
交期变更记录,SO-2026-12592,PO20260602565,P0074,SUP034,供应商延期,2026/6/12,2026/6/20,8,物流运输途中延误,系统,2026/5/30
交期变更记录,SO-2026-12495,PO20260602566,P0060,SUP020,物流问题,2026/6/15,2026/6/20,5,跨境物流清关延迟,系统,2026/6/13
交期变更记录,SO-2026-11341,,P0044,SUP017,供应商延期,2026/6/11,2026/6/14,3,质量检验不合格返工,系统,2026/5/19
交期变更记录,SO-2026-09917,,P0030,SUP016,供应商延期,2026/7/14,2026/8/2,19,原材料到货延迟,系统,2026/7/10
交期变更记录,SO-2026-00724,,P0023,SUP033,物料短缺,2027/1/21,2027/1/18,-3,关键芯片供应紧张,计划员,2027/1/12
交期变更记录,SO-2026-02643,PO20261102570,P0078,SUP022,供应商延期,2026/11/19,2026/11/30,11,原材料供应紧张导致排产延后,系统,2026/10/27
交期变更记录,SO-2026-08873,PO20270102571,P0040,SUP037,供应商延期,2027/1/10,2027/1/15,5,电力限产政策影响,采购员,2027/1/3
交期变更记录,SO-2026-03208,PO20261002572,P0056,SUP017,供应商延期,2026/10/11,2026/10/26,15,质量检验不合格返工,供应商,2026/9/11
交期变更记录,SO-2026-05191,,P0073,SUP035,供应商延期,2027/4/1,2027/4/20,19,恶劣天气影响运输,系统,2027/3/29
交期变更记录,SO-2026-02444,PO20261202574,P0052,SUP023,客户加急,2026/12/26,2026/12/16,-10,竞品上市压力,系统,2026/12/12
交期变更记录,SO-2026-05561,PO20270302575,P0034,SUP014,供应商提前,2027/3/8,2027/3/2,-6,供应商备货充足提前发货,系统,2027/2/17
交期变更记录,SO-2026-04339,PO20270302576,P0046,SUP028,供应商延期,2027/3/8,2027/3/26,18,供应商产线故障维修,系统,2027/2/18
交期变更记录,SO-2026-13959,PO20260702577,P0082,SUP025,物料短缺,2026/7/16,2026/7/6,-10,关键芯片供应紧张,系统,2026/6/22
交期变更记录,SO-2026-09412,,P0051,SUP028,供应商延期,2026/4/27,2026/5/1,4,供应商原材料短缺,供应商,2026/4/17
交期变更记录,SO-2026-12633,PO20260602579,P0088,SUP011,客户加急,2026/6/14,2026/6/5,-9,竞品上市压力,系统,2026/5/23
交期变更记录,SO-2026-13360,PO20260902580,P0093,SUP009,供应商提前,2026/9/12,2026/9/7,-5,供应商优化排产,系统,2026/8/27
交期变更记录,SO-2026-08459,PO20260802581,P0049,SUP013,供应商提前,2026/8/17,2026/8/13,-4,供应商备货充足提前发货,系统,2026/7/28
交期变更记录,SO-2026-09507,PO20260702582,P0090,SUP006,物料短缺,2026/7/4,2026/6/19,-15,关键芯片供应紧张,供应商,2026/6/4
交期变更记录,SO-2026-04490,PO20270202583,P0030,SUP005,物流问题,2027/2/19,2027/3/1,10,港口拥堵导致船期延误,系统,2027/1/30
交期变更记录,SO-2026-00503,,P0082,SUP001,供应商延期,2026/7/2,2026/7/7,5,恶劣天气影响运输,计划员,2026/6/2
交期变更记录,SO-2026-01844,PO20260702585,P0055,SUP005,供应商延期,2026/7/10,2026/7/22,12,物流运输途中延误,系统,2026/6/16
交期变更记录,SO-2026-11205,PO20260602586,P0090,SUP020,物流问题,2026/6/14,2026/6/19,5,运输车辆故障,系统,2026/6/8
交期变更记录,SO-2026-10648,PO20260602587,P0042,SUP026,供应商延期,2026/6/12,2026/6/16,4,供应商原材料短缺,采购员,2026/5/17
交期变更记录,SO-2026-13655,,P0082,SUP023,供应商延期,2026/8/21,2026/8/28,7,物流受阻导致原料延迟到厂,采购员,2026/7/28
交期变更记录,SO-2026-04314,,P0097,SUP021,供应商延期,2026/9/12,2026/9/17,5,供应商产线故障维修,供应商,2026/9/11
交期变更记录,SO-2026-05236,PO20260802590,P0059,SUP021,供应商延期,2026/8/23,2026/9/8,16,物流运输途中延误,计划员,2026/8/14
交期变更记录,SO-2026-08140,PO20260502591,P0070,SUP010,物料短缺,2026/5/24,2026/5/9,-15,显示屏面板缺货,系统,2026/5/12
交期变更记录,SO-2026-02326,,P0008,SUP024,供应商延期,2026/2/15,2026/2/24,9,质量检验不合格返工,系统,2026/2/7
交期变更记录,SO-2026-09427,PO20260502593,P0084,SUP004,供应商提前,2026/5/25,2026/5/22,-3,供应商备货充足提前发货,计划员,2026/5/6
交期变更记录,SO-2026-05423,,P0030,SUP002,客户加急,2026/6/24,2026/6/16,-8,客户生产线紧急启动,系统,2026/5/25
交期变更记录,SO-2026-08115,PO20260702595,P0021,SUP002,物流问题,2026/7/22,2026/7/26,4,港口拥堵导致船期延误,采购员,2026/7/18
交期变更记录,SO-2026-13684,PO20260702596,P0012,SUP016,客户加急,2026/7/16,2026/7/3,-13,终端市场需求激增,采购员,2026/7/11
交期变更记录,SO-2026-10043,PO20260602597,P0056,SUP031,物流问题,2026/6/14,2026/6/24,10,空运舱位不足改海运,采购员,2026/6/2
交期变更记录,SO-2026-05571,,P0057,SUP026,供应商延期,2027/4/10,2027/4/25,15,工人返岗率不足,采购员,2027/3/25
交期变更记录,SO-2026-08237,PO20270502599,P0067,SUP021,供应商提前,2027/5/20,2027/5/15,-5,供应商产能释放提前,系统,2027/5/16
交期变更记录,SO-2026-04836,PO20260402600,P0055,SUP027,供应商延期,2026/4/14,2026/4/27,13,环保检查停产整顿,采购员,2026/4/6
交期变更记录,SO-2026-02397,PO20270102601,P0087,SUP009,供应商延期,2027/1/10,2027/1/29,19,环保检查停产整顿,系统,2027/1/8
交期变更记录,SO-2026-13256,,P0033,SUP023,物流问题,2026/8/6,2026/8/10,4,港口拥堵导致船期延误,系统,2026/7/28
交期变更记录,SO-2026-09408,PO20270102603,P0082,SUP016,物流问题,2027/1/22,2027/1/28,6,跨境物流清关延迟,供应商,2027/1/2
交期变更记录,SO-2026-05222,PO20260802604,P0020,SUP022,物料短缺,2026/8/28,2026/8/21,-7,显示屏面板缺货,系统,2026/8/12
交期变更记录,SO-2026-05325,PO20270102605,P0080,SUP005,供应商延期,2027/1/8,2027/1/27,19,原材料到货延迟,供应商,2026/12/9
交期变更记录,SO-2026-03952,,P0081,SUP008,供应商延期,2026/11/23,2026/12/13,20,恶劣天气影响运输,系统,2026/11/15
交期变更记录,SO-2026-08699,PO20260702607,P0060,SUP021,供应商延期,2026/7/18,2026/7/30,12,供应商产线故障维修,系统,2026/6/22
交期变更记录,SO-2026-12458,PO20260602608,P0026,SUP027,供应商延期,2026/6/11,2026/6/14,3,质量异常批量返工,系统,2026/6/9
交期变更记录,SO-2026-08483,PO20261202609,P0034,SUP026,物流问题,2026/12/23,2027/1/6,14,运输车辆故障,采购员,2026/12/21
交期变更记录,SO-2026-01091,,P0060,SUP017,供应商延期,2026/3/6,2026/3/15,9,物流运输途中延误,系统,2026/2/21
交期变更记录,SO-2026-07541,PO20261202611,P0059,SUP014,供应商延期,2026/12/29,2027/1/7,9,供应商原材料短缺,计划员,2026/12/20
交期变更记录,SO-2026-03321,PO20260902612,P0091,SUP004,供应商延期,2026/9/27,2026/9/28,1,春节假期停工导致产能不足,系统,2026/8/29
交期变更记录,SO-2026-10078,,P0024,SUP033,供应商提前,2026/6/11,2026/6/7,-4,供应商产能释放提前,系统,2026/6/9
交期变更记录,SO-2026-06134,PO20260402614,P0047,SUP029,物流问题,2026/4/9,2026/4/20,11,运输车辆故障,采购员,2026/4/5
交期变更记录,SO-2026-07911,PO20260802615,P0096,SUP013,供应商延期,2026/8/4,2026/8/11,7,上游芯片短缺传导影响,采购员,2026/8/3
交期变更记录,SO-2026-06101,PO20260402616,P0081,SUP004,供应商延期,2026/4/11,2026/4/13,2,质量检验不合格返工,系统,2026/4/6
交期变更记录,SO-2026-01914,PO20270102617,P0007,SUP031,供应商延期,2027/1/21,2027/2/4,14,质量异常批量返工,系统,2027/1/9
交期变更记录,SO-2026-10994,,P0097,SUP031,供应商延期,2026/6/13,2026/6/17,4,物流运输途中延误,计划员,2026/5/23
交期变更记录,SO-2026-09370,PO20270402619,P0088,SUP018,供应商延期,2027/4/5,2027/4/15,10,质量检验不合格返工,系统,2027/3/13
交期变更记录,SO-2026-12275,PO20260702620,P0064,SUP023,供应商延期,2026/7/27,2026/8/9,13,供应商原材料短缺,计划员,2026/7/10
交期变更记录,SO-2026-11313,,P0087,SUP022,供应商延期,2026/6/14,2026/6/17,3,供应商原材料短缺,系统,2026/6/3
交期变更记录,SO-2026-04256,,P0084,SUP032,供应商延期,2026/12/21,2027/1/1,11,供应商产线故障维修,系统,2026/12/4
交期变更记录,SO-2026-12917,PO20260602623,P0017,SUP026,供应商延期,2026/6/10,2026/6/26,16,供应商原材料短缺,系统,2026/5/14
交期变更记录,SO-2026-05510,PO20261102624,P0061,SUP027,供应商延期,2026/11/23,2026/12/12,19,供应商原材料短缺,采购员,2026/10/28
交期变更记录,SO-2026-01445,PO20261002625,P0050,SUP015,物料短缺,2026/10/4,2026/10/1,-3,电子元器件市场缺货,系统,2026/9/29
交期变更记录,SO-2026-12320,PO20260702626,P0083,SUP018,供应商延期,2026/7/18,2026/7/31,13,质量异常批量返工,采购员,2026/6/29
交期变更记录,SO-2026-12050,,P0005,SUP021,供应商延期,2026/8/18,2026/8/23,5,物流运输途中延误,采购员,2026/8/2
交期变更记录,SO-2026-06033,PO20260402628,P0009,SUP024,物料短缺,2026/4/9,2026/4/4,-5,PCB板交期延长,系统,2026/4/4
